company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
Happiest Minds Technologies Ltd.,07-Sep-2020,166.0,702.02,31.96,348.43,60.3,82.26,17-Sep-2020,350.00,370.95,123.46,2020,1,74.52718135942861,Tech,bull,1.2,60,20,15,0.5,10
Rossari Biotech Ltd.,13-Jul-2020,425.0,496.25,34.83,236.79,6.2,55.11,23-Jul-2020,669.25,741.65,74.51,2020,1,45.73126792733148,Tech,bull,1.2,60,20,15,0.5,10
SBI Cards & Payment Services Ltd.,02-Mar-2020,755.0,"10,340.79",23.41,43.42,2.17,19.21,16-Mar-2020,661.00,681.40,-9.75,2020,0,-0.22148748235234095,Other,bear,1.2,60,20,15,0.5,10
Prince Pipes & Fittings Ltd.,18-Dec-2019,178.0,500.00,2.02,0.52,1.63,1.66,30-Dec-2019,160.00,166.90,-6.24,2019,0,-0.8927284854418489,Other,bear,1.2,60,20,15,0.5,10
Ujjivan Small Finance Bank Ltd.,02-Dec-2019,37.0,745.95,46.3,473.33,45.29,99.61,12-Dec-2019,58.75,55.95,51.22,2019,1,29.00128903301279,Finance,bull,1.2,60,20,15,0.5,10
CSB Bank Ltd.,22-Nov-2019,195.0,409.68,25.52,164.27,40.98,47.88,04-Dec-2019,275.00,300.05,53.87,2019,1,29.626755985954922,Finance,bull,1.2,60,20,15,0.5,10
Vishwaraj Sugar Industries Ltd.,30-Sep-2019,60.0,60.00,1.0,1.75,0.59,1.09,15-Oct-2019,61.20,60.35,0.58,2019,1,1.8237575145195173,Other,neutral,1.2,60,20,15,0.5,10
Indian Railway Catering & Tourism Corp.Ltd.,30-Sep-2019,320.0,637.97,105.55,351.03,13.28,109.21,14-Oct-2019,626.00,727.75,127.42,2019,1,72.49130037893808,Other,bull,1.2,60,20,15,0.5,10
Sterling & Wilson Solar Ltd.,06-Aug-2019,780.0,"2,849.64",1.0,0.94,0.93,0.99,20-Aug-2019,706.00,726.20,-6.9,2019,0,1.3543762975630615,Other,bear,1.2,60,20,15,0.5,10
Spandana Sphoorty Financial Ltd.,05-Aug-2019,856.0,"1,189.85",1.89,0.49,0.09,1.05,19-Aug-2019,825.00,847.80,-0.96,2019,0,2.962320362163861,Other,neutral,1.2,60,20,15,0.5,10
Affle (India) Ltd.,29-Jul-2019,745.0,459.00,22.57,198.34,10.23,47.7,08-Aug-2019,926.00,873.65,17.27,2019,1,8.954473043685885,Other,bull,1.2,60,20,15,0.5,10
IndiaMART InterMESH Ltd.,24-Jun-2019,973.0,475.49,12.95,62.08,13.15,20.31,04-Jul-2019,"1,180.00","1,301.95",33.81,2019,1,15.146596412727368,Other,bull,1.2,60,20,15,0.5,10
Neogen Chemicals Ltd.,24-Apr-2019,215.0,132.35,12.94,114.06,15.38,28.96,08-May-2019,251.00,263.55,22.58,2019,1,17.60961712249624,Other,bull,1.2,60,20,15,0.5,10
Polycab India Ltd.,05-Apr-2019,538.0,"1,345.26",37.88,108.64,4.36,36.51,16-Apr-2019,633.00,654.80,21.71,2019,1,12.682380464242145,Other,bull,1.2,60,20,15,0.5,10
Metropolis Healthcare Ltd.,03-Apr-2019,880.0,"1,204.29",4.19,2.75,2.05,3.68,15-Apr-2019,958.00,959.85,9.07,2019,1,9.155448935920386,Other,neutral,1.2,60,20,15,0.5,10
Rail Vikas Nigam Ltd.,29-Mar-2019,19.0,476.86,1.36,0.67,2.64,1.7,11-Apr-2019,19.00,19.05,0.26,2019,1,-4.627282976383102,Other,neutral,1.2,60,20,15,0.5,10
MSTC Ltd.,13-Mar-2019,120.0,211.04,1.13,1.69,2.65,1.36,29-Mar-2019,115.00,113.95,-5.04,2019,0,-4.822125068861318,Other,bear,1.2,60,20,15,0.5,10
Chalet Hotels Ltd.,29-Jan-2019,280.0,"1,641.18",2.51,0.99,0.02,1.41,07-Feb-2019,291.00,291.70,4.18,2019,1,2.523731099154549,Other,neutral,1.2,60,20,15,0.5,10
Xelpmoc Design & Tech Ltd.,23-Jan-2019,66.0,23.00,1.68,8.21,2.31,2.72,04-Feb-2019,57.00,59.85,-9.32,2019,0,-5.451058218705773,Tech,bear,1.2,60,20,15,0.5,10
Garden Reach Shipbuilders & Engineers Ltd.,24-Sep-2018,118.0,343.59,1.81,0.3,0.21,1.01,10-Oct-2018,102.50,103.30,-12.46,2018,0,-8.826196414437732,Other,bear,1.2,60,20,15,0.5,10
Aavas Financiers Ltd.,25-Sep-2018,821.0,"1,640.32",1.76,0.14,0.2,0.97,08-Oct-2018,750.00,774.35,-5.68,2018,0,-1.5394502029575037,Other,bear,1.2,60,20,15,0.5,10
IRCON International Ltd.,17-Sep-2018,475.0,466.93,12.28,3.73,9.46,9.52,28-Sep-2018,412.00,415.30,-12.57,2018,0,-10.744861288147783,Other,bear,1.2,60,20,15,0.5,10
CreditAccess Grameen Ltd.,08-Aug-2018,422.0,"1,131.19",2.88,0.37,0.75,1.76,23-Aug-2018,390.00,422.05,0.01,2018,1,-0.4211384550638805,Other,neutral,1.2,60,20,15,0.5,10
HDFC Asset Management Co.Ltd.,25-Jul-2018,1100.0,"2,800.33",77.51,194.39,6.22,61.39,06-Aug-2018,"1,726.25","1,815.95",65.09,2018,1,39.4148868951357,Other,bull,1.2,60,20,15,0.5,10
TCNS Clothing Co.Ltd.,18-Jul-2018,716.0,"1,125.13",6.09,4.89,0.53,3.96,30-Jul-2018,716.00,659.15,-7.94,2018,0,-3.220683497823753,Other,bear,1.2,60,20,15,0.5,10
Varroc Engineering Ltd.,26-Jun-2018,967.0,"1,955.18",4.27,1.51,0.87,2.65,06-Jul-2018,"1,015.00","1,037.35",7.28,2018,1,6.502844634266669,Other,neutral,1.2,60,20,15,0.5,10
RITES Ltd.,20-Jun-2018,185.0,460.51,71.97,192.55,14.87,66.77,02-Jul-2018,190.00,213.30,15.3,2018,1,5.806073724486392,Other,bull,1.2,60,20,15,0.5,10
Fine Organic Industries Ltd.,20-Jun-2018,783.0,600.17,6.46,18.75,1.51,6.57,02-Jul-2018,815.00,822.80,5.08,2018,1,-1.5543425122068673,Other,neutral,1.2,60,20,15,0.5,10
IndoStar Capital Finance Ltd.,09-May-2018,572.0,"1,844.00",6.75,7.85,1.4,5.04,21-May-2018,600.00,586.10,2.47,2018,1,5.315030465695528,Finance,neutral,1.2,60,20,15,0.5,10
Lemon Tree Hotels Ltd.,26-Mar-2018,56.0,"1,038.68",2.18,0.11,0.1,1.14,09-Apr-2018,61.60,71.65,27.95,2018,1,17.766942035938776,Other,bull,1.2,60,20,15,0.5,10
ICICI Securities Ltd.,22-Mar-2018,520.0,"3,480.12",1.0,0.92,0.95,0.95,04-Apr-2018,435.00,445.10,-14.4,2018,0,-10.885459609669661,Other,bear,1.2,60,20,15,0.5,10
Mishra Dhatu Nigam Ltd.,21-Mar-2018,90.0,435.02,1.96,0.11,0.66,1.19,04-Apr-2018,87.00,90.05,0.06,2018,1,4.689455926567568,Other,neutral,1.2,60,20,15,0.5,10
Karda Constructions Ltd.,16-Mar-2018,180.0,77.40,1.55,0.49,1.89,1.3,02-Apr-2018,136.00,142.80,-20.67,2018,0,-12.054976097121425,Other,bear,1.2,60,20,15,0.5,10
Sandhar Technologies Ltd.,19-Mar-2018,332.0,512.48,6.43,6.18,1.3,4.59,02-Apr-2018,346.10,322.15,-2.97,2018,0,1.7558915521914793,Tech,neutral,1.2,60,20,15,0.5,10
Hindustan Aeronautics Ltd.,16-Mar-2018,1215.0,"4,063.31",1.74,0.03,0.36,0.98,28-Mar-2018,"1,152.00","1,132.85",-6.76,2018,0,-3.853444555769673,Other,bear,1.2,60,20,15,0.5,10
Bandhan Bank Ltd.,15-Mar-2018,375.0,"4,473.02",16.08,13.81,1.14,10.51,27-Mar-2018,499.00,476.85,27.16,2018,1,22.47824377464596,Finance,bull,1.2,60,20,15,0.5,10
Bharat Dynamics Ltd.,13-Mar-2018,428.0,952.25,1.5,0.44,1.33,1.26,23-Mar-2018,370.00,389.80,-8.93,2018,0,-0.09197747267038636,Other,bear,1.2,60,20,15,0.5,10
H.G.Infra Engineering Ltd.,26-Feb-2018,270.0,462.00,3.96,4.64,2.95,3.71,09-Mar-2018,270.00,267.75,-0.83,2018,0,-1.2448924454372206,Other,neutral,1.2,60,20,15,0.5,10
Aster DM Healthcare Ltd.,12-Feb-2018,190.0,980.14,1.36,0.7,1.11,1.17,26-Feb-2018,183.00,181.55,-4.45,2018,0,0.2447128528630662,Other,neutral,1.2,60,20,15,0.5,10
Galaxy Surfactants Ltd.,29-Jan-2018,1480.0,937.09,22.35,6.63,5.7,14.17,08-Feb-2018,"1,525.00","1,700.45",14.9,2018,1,10.876127848755441,Other,bull,1.2,60,20,15,0.5,10
Amber Enterprises India Ltd.,17-Jan-2018,859.0,599.60,68.59,518.3,11.09,115.1,30-Jan-2018,"1,175.00","1,245.25",44.97,2018,1,31.087894672597045,Other,bull,1.2,60,20,15,0.5,10
Newgen Software Technologies Ltd.,16-Jan-2018,245.0,424.62,6.92,5.38,4.93,5.99,29-Jan-2018,254.10,252.40,3.02,2018,1,-1.0827703817403136,Tech,neutral,1.2,60,20,15,0.5,10
Apollo Micro Systems Ltd.,10-Jan-2018,275.0,156.00,42.09,963.53,39.04,176.42,22-Jan-2018,465.00,441.75,60.64,2018,1,38.442154379995316,Other,bull,1.2,60,20,15,0.5,10
Astron Paper & Board Mill Ltd.,15-Dec-2017,50.0,69.83,102.92,394.14,74.37,240.58,29-Dec-2017,115.00,120.75,141.5,2017,1,88.07527346054876,Other,bull,1.2,60,20,15,0.5,10
Future Supply Chain Solutions Ltd.,06-Dec-2017,664.0,649.70,5.62,11.06,3.09,5.55,18-Dec-2017,664.00,686.35,3.37,2017,1,-3.254218459269343,Other,neutral,1.2,60,20,15,0.5,10
Shalby Ltd.,05-Dec-2017,248.0,504.80,2.41,0.42,2.83,2.26,15-Dec-2017,239.70,239.60,-3.39,2017,0,-5.583775537997325,Other,neutral,1.2,60,20,15,0.5,10
HDFC Standard Life Insurance Co.Ltd.,07-Nov-2017,290.0,"8,695.01",7.22,2.23,0.88,3.82,17-Nov-2017,310.00,344.60,18.83,2017,1,5.180303466719696,Other,bull,1.2,60,20,15,0.5,10
Khadim India Ltd.,02-Nov-2017,750.0,543.06,1.65,0.1,2.13,1.59,14-Nov-2017,730.00,688.85,-8.15,2017,0,-5.698220503333673,Other,bear,1.2,60,20,15,0.5,10
"New India Assurance Co.Ltd.,The",01-Nov-2017,800.0,"9,585.82",2.33,0.11,0.1,1.19,13-Nov-2017,750.00,727.10,-9.11,2017,0,-3.313373232612113,Other,bear,1.2,60,20,15,0.5,10
Mahindra Logistics Ltd.,31-Oct-2017,429.0,828.88,6.84,1.84,5.75,5.68,10-Nov-2017,429.00,429.50,0.12,2017,1,4.579071156288085,Other,neutral,1.2,60,20,15,0.5,10
Reliance Nippon Life Asset Management Ltd.,25-Oct-2017,252.0,"1,542.24",47.51,210.47,5.39,57.21,06-Nov-2017,295.90,284.40,12.86,2017,1,7.938284341259325,Other,bull,1.2,60,20,15,0.5,10
General Insurance Corp.of India,11-Oct-2017,912.0,"11,256.83",2.24,0.11,0.59,1.34,25-Oct-2017,850.00,874.30,-4.13,2017,0,2.4078466367138756,Other,neutral,1.2,60,20,15,0.5,10
Indian Energy Exchange Ltd.,09-Oct-2017,1650.0,"1,000.73",2.52,0.59,2.41,2.19,23-Oct-2017,"1,500.00","1,629.15",-1.26,2017,0,-4.896304374644674,Other,neutral,1.2,60,20,15,0.5,10
MAS Financial Services Ltd.,06-Oct-2017,459.0,460.04,60.42,380.2,15.13,91.0,18-Oct-2017,660.00,654.40,42.57,2017,1,20.431852681934533,Other,bull,1.2,60,20,15,0.5,10
Godrej Agrovet Ltd.,04-Oct-2017,460.0,"1,157.31",62.67,238.28,7.37,68.46,16-Oct-2017,615.60,595.65,29.49,2017,1,17.527356903310142,Other,bull,1.2,60,20,15,0.5,10
Prataap Snacks Ltd.,22-Sep-2017,938.0,481.60,31.8,101.01,8.02,33.59,05-Oct-2017,"1,270.00","1,180.65",25.87,2017,1,16.674196346817922,Other,bull,1.2,60,20,15,0.5,10
SBI Life Insurance Co.Ltd.,20-Sep-2017,700.0,"8,388.73",5.63,0.64,0.78,2.86,03-Oct-2017,735.00,707.55,1.08,2017,1,0.5499157557177207,Other,neutral,1.2,60,20,15,0.5,10
ICICI Lombard General Insurance Co.Ltd.,15-Sep-2017,661.0,"5,700.94",3.9,0.76,1.15,2.39,27-Sep-2017,651.10,681.20,3.06,2017,1,-4.3663263001196295,Other,neutral,1.2,60,20,15,0.5,10
Capacit'e Infraprojects Ltd.,13-Sep-2017,250.0,400.00,54.34,647.11,16.96,130.17,25-Sep-2017,399.00,342.55,37.02,2017,1,21.944639881461633,Other,bull,1.2,60,20,15,0.5,10
Matrimony.com Ltd.,11-Sep-2017,985.0,496.88,1.39,0.28,17.1,2.79,21-Sep-2017,985.00,904.65,-8.16,2017,0,-8.80940850151456,Other,bear,1.2,60,20,15,0.5,10
Dixon Technologies (India) Ltd.,06-Sep-2017,1766.0,599.28,54.5,345.43,10.03,82.58,18-Sep-2017,"2,725.00","2,891.55",63.73,2017,1,40.247017646490114,Tech,bull,1.2,60,20,15,0.5,10
Bharat Road Network Ltd.,06-Sep-2017,205.0,600.65,1.16,1.05,5.22,1.55,18-Sep-2017,205.00,208.45,1.68,2017,1,2.107794738290545,Other,neutral,1.2,60,20,15,0.5,10
Apex Frozen Foods Ltd.,22-Aug-2017,175.0,152.25,1.38,7.22,8.08,4.41,04-Sep-2017,202.00,212.10,21.2,2017,1,9.900360641017933,Other,bull,1.2,60,20,15,0.5,10
Cochin Shipyard Ltd.,01-Aug-2017,432.0,"1,442.93",63.51,287.11,7.98,75.74,11-Aug-2017,440.15,528.15,22.26,2017,1,11.814399247989918,Other,bull,1.2,60,20,15,0.5,10
Security & Intelligence Services (India) Ltd.,31-Jul-2017,815.0,779.58,2.92,1.65,18.65,4.3,10-Aug-2017,879.80,757.05,-7.11,2017,0,-7.443640565666855,Other,bear,1.2,60,20,15,0.5,10
Salasar Techno Engineering Ltd.,12-Jul-2017,108.0,35.95,,483.55,56.57,270.06,25-Jul-2017,250.00,262.50,143.06,2017,1,85.64796270818049,Tech,bull,1.2,60,20,15,0.5,10
AU Small Finance Bank Ltd.,28-Jun-2017,358.0,"1,912.51",32.11,141.91,3.35,37.82,10-Jul-2017,530.00,541.65,51.3,2017,1,33.64542696150371,Finance,bull,1.2,60,20,15,0.5,10
GTPL Hathway Ltd.,21-Jun-2017,170.0,484.80,1.21,2.8,0.93,1.35,04-Jul-2017,170.00,171.65,0.97,2017,1,-2.375178139006631,Other,neutral,1.2,60,20,15,0.5,10
Central Depository Services (India) Ltd.,19-Jun-2017,149.0,523.99,60.2,558.0,22.3,119.21,30-Jun-2017,250.00,261.60,75.57,2017,1,46.854139546553526,Other,bull,1.2,60,20,15,0.5,10
Eris Lifesciences Ltd.,16-Jun-2017,603.0,"1,740.49",2.49,0.38,3.31,2.25,29-Jun-2017,611.00,601.50,-0.25,2017,0,-1.7407728551173223,Other,neutral,1.2,60,20,15,0.5,10
Tejas Networks Ltd.,14-Jun-2017,257.0,776.69,1.53,0.19,2.92,1.47,27-Jun-2017,257.00,263.50,2.53,2017,1,-0.8606184967870325,Other,neutral,1.2,60,20,15,0.5,10
PSP Projects Ltd.,17-May-2017,210.0,211.68,4.01,9.39,6.05,5.02,29-May-2017,190.00,199.50,-5.0,2017,0,-3.3210910798636735,Other,neutral,1.2,60,20,15,0.5,10
Housing & Urban Development Corp.Ltd.,08-May-2017,60.0,"1,209.78",55.18,330.54,10.02,79.16,19-May-2017,73.00,72.55,20.92,2017,1,9.446273032741878,Other,bull,1.2,60,20,15,0.5,10
S.Chand & Co.Ltd.,26-Apr-2017,670.0,728.56,18.61,205.73,5.79,42.19,09-May-2017,700.00,676.00,0.9,2017,1,-1.120947916041546,Other,neutral,1.2,60,20,15,0.5,10
Shankara Building Products Ltd.,22-Mar-2017,460.0,345.00,20.36,89.15,14.72,28.7,05-Apr-2017,555.05,632.45,37.49,2017,1,18.900366322233452,Other,bull,1.2,60,20,15,0.5,10
CL Educate Ltd.,20-Mar-2017,502.0,238.95,2.21,0.18,1.54,1.67,31-Mar-2017,402.00,422.10,-15.92,2017,0,-3.657824601250832,Other,bear,1.2,60,20,15,0.5,10
Avenue Supermarts Ltd.,08-Mar-2017,299.0,"1,870.00",60.02,272.2,7.09,73.32,21-Mar-2017,600.00,641.60,114.58,2017,1,68.85379065591518,Other,bull,1.2,60,20,15,0.5,10
Music Broadcast Ltd.,06-Mar-2017,333.0,488.53,16.77,109.08,9.6,28.11,17-Mar-2017,413.00,372.90,11.98,2017,1,5.0888234760222435,Other,bull,1.2,60,20,15,0.5,10
BSE Ltd.,23-Jan-2017,806.0,"1,243.43",20.13,158.43,6.12,35.97,03-Feb-2017,"1,085.00","1,069.20",32.66,2017,1,20.237939732202662,Other,bull,1.2,60,20,15,0.5,10
Laurus Labs Ltd.,06-Dec-2016,428.0,"1,330.51",4.85,3.54,1.59,3.49,19-Dec-2016,489.90,480.40,12.24,2016,1,7.007015850927511,Other,bull,1.2,60,20,15,0.5,10
Sheela Foam Ltd.,29-Nov-2016,730.0,510.00,6.89,3.64,0.45,4.15,09-Dec-2016,860.00,"1,032.00",41.37,2016,1,24.159091201400333,Other,bull,1.2,60,20,15,0.5,10
Varun Beverages Ltd.,26-Oct-2016,445.0,"1,112.50",2.6,0.34,0.74,1.58,08-Nov-2016,430.00,459.50,3.26,2016,1,3.7985001001302754,Other,neutral,1.2,60,20,15,0.5,10
PNB Housing Finance Ltd.,25-Oct-2016,775.0,"3,000.00",16.06,80.25,1.34,20.4,07-Nov-2016,860.00,891.15,14.99,2016,1,11.266523130141916,Finance,bull,1.2,60,20,15,0.5,10
Endurance Technologies Ltd.,05-Oct-2016,472.0,"1,161.73",21.81,127.33,2.57,30.91,19-Oct-2016,572.00,646.90,37.06,2016,1,20.644496557168416,Tech,bull,1.2,60,20,15,0.5,10
HPL Electric & Power Ltd.,22-Sep-2016,202.0,361.00,3.37,25.45,3.55,6.74,04-Oct-2016,190.00,189.30,-6.29,2016,0,-5.50145472193404,Other,bear,1.2,60,20,15,0.5,10
ICICI Prudential Life Insurance Co.Ltd.,19-Sep-2016,334.0,"6,056.79",5.35,28.53,1.33,7.88,29-Sep-2016,330.00,297.55,-10.91,2016,0,-7.371155091454932,Other,bear,1.2,60,20,15,0.5,10
GNA Axles Ltd.,14-Sep-2016,207.0,130.41,7.51,210.72,11.31,38.08,26-Sep-2016,252.00,245.05,18.38,2016,1,4.122236505793245,Other,bull,1.2,60,20,15,0.5,10
L&T Technology Services Ltd.,12-Sep-2016,860.0,894.40,2.66,0.45,1.63,1.97,23-Sep-2016,920.00,869.00,1.05,2016,1,-3.9155731865956565,Tech,neutral,1.2,60,20,15,0.5,10
RBL Bank Ltd.,19-Aug-2016,225.0,"1,212.97",34.91,197.29,5.44,48.95,31-Aug-2016,274.20,299.40,33.07,2016,1,23.942622802333574,Finance,bull,1.2,60,20,15,0.5,10
S.P.Apparels Ltd.,02-Aug-2016,268.0,239.12,1.63,5.23,1.84,2.24,12-Aug-2016,275.00,288.75,7.74,2016,1,9.57890314050385,Other,neutral,1.2,60,20,15,0.5,10
Dilip Buildcon Ltd.,01-Aug-2016,219.0,653.98,4.7,80.83,2.29,15.28,11-Aug-2016,240.00,251.75,14.95,2016,1,8.222891881330863,Other,bull,1.2,60,20,15,0.5,10
Advanced Enzyme Technologies Ltd.,20-Jul-2016,896.0,411.49,38.6,391.88,11.12,81.54,01-Aug-2016,"1,210.00","1,178.10",31.48,2016,1,20.617670889167297,Tech,bull,1.2,60,20,15,0.5,10
Larsen & Toubro Infotech Ltd.,11-Jul-2016,710.0,"1,236.38",8.55,10.59,6.92,8.29,21-Jul-2016,667.00,697.60,-1.75,2016,0,-0.11624953636939173,Tech,neutral,1.2,60,20,15,0.5,10
Quess Corp Ltd.,29-Jun-2016,317.0,400.00,24.79,397.04,32.8,81.43,12-Jul-2016,500.00,503.10,58.71,2016,1,44.462642425365715,Other,bull,1.2,60,20,15,0.5,10
Mahanagar Gas Ltd.,21-Jun-2016,421.0,"1,038.88",31.13,181.07,6.58,44.67,01-Jul-2016,540.00,520.30,23.59,2016,1,17.51272473430373,Other,bull,1.2,60,20,15,0.5,10
Parag Milk Foods Ltd.,04-May-2016,215.0,750.54,1.14,2.89,2.01,1.49,19-May-2016,217.50,247.00,14.88,2016,1,8.5442472255577,Other,bull,1.2,60,20,15,0.5,10
Ujjivan Financial Services Ltd.,28-Apr-2016,210.0,882.50,14.4,134.88,3.8,28.76,10-May-2016,231.90,231.55,10.26,2016,1,3.289378678198722,Other,bull,1.2,60,20,15,0.5,10
Thyrocare Technologies Ltd.,27-Apr-2016,446.0,479.21,31.17,225.22,8.29,52.27,09-May-2016,665.00,618.80,38.74,2016,1,18.42466103922728,Tech,bull,1.2,60,20,15,0.5,10
Equitas Holdings Ltd.,05-Apr-2016,110.0,"2,176.68",6.62,55.84,1.34,12.14,21-Apr-2016,145.10,135.20,22.91,2016,1,14.35639090760167,Other,bull,1.2,60,20,15,0.5,10
Infibeam Incorporation Ltd.,21-Mar-2016,432.0,450.00,1.03,2.62,1.46,1.31,04-Apr-2016,453.00,445.75,3.18,2016,1,-0.36105223585291,Other,neutral,1.2,60,20,15,0.5,10
Bharat Wire Ropes Ltd.,18-Mar-2016,45.0,70.00,1.13,2.23,2.18,1.34,01-Apr-2016,47.25,45.55,1.22,2016,1,-3.534761128793022,Other,neutral,1.2,60,20,15,0.5,10
Healthcare Global Enterprises Ltd.,16-Mar-2016,218.0,649.64,1.57,0.4,0.76,1.31,30-Mar-2016,210.20,171.00,-21.56,2016,0,-14.875718652727578,Other,bear,1.2,60,20,15,0.5,10
Quick Heal Technologies Ltd.,08-Feb-2016,321.0,451.25,2.42,37.18,3.72,8.01,18-Feb-2016,305.00,253.85,-20.92,2016,0,-15.796644010843186,Tech,bear,1.2,60,20,15,0.5,10
TeamLease Services Ltd.,02-Feb-2016,850.0,423.68,12.23,190.57,10.34,38.72,12-Feb-2016,860.00,"1,032.00",21.41,2016,1,17.907424905217695,Other,bull,1.2,60,20,15,0.5,10
Precision Camshafts Ltd.,27-Jan-2016,186.0,410.19,1.72,0.39,1.87,1.57,08-Feb-2016,165.00,177.45,-4.6,2016,0,-0.11508072915164824,Other,neutral,1.2,60,20,15,0.5,10
