company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
IPO_Synth_2337,,251.97002923554962,1433.7393631751595,142.30161662756814,106.51687463037253,49.2257666367878,298.04425789472845,,,,46.7040562849196,2023,1,72.18557692594317,FMCG,bull,1.2,51.75477333400166,31.535501423313136,15.615679039016866,1.1656679096911948,6.010849329227565
IPO_Synth_2338,,40.04,71.9742,97.61090746482061,34.81862547305637,32.12120026223855,164.55073320011553,,,,31.04272500518282,2023,1,30.352156229602805,Finance,bear,1.2,71.67702672897462,23.1285477023769,16.197814696371182,1.842755772028652,13.614271547011445
IPO_Synth_2339,,81.90933363701348,2442.5340553187493,157.47263074576765,47.249139940580186,53.369873704279755,258.0916443906276,,,,61.76450576768795,2019,1,35.004756087221345,Auto,bull,1.2,55.76790432637429,24.735615307339856,12.852024974400779,1.8491565172946443,9.459782439808826
IPO_Synth_2340,,402.5092531592048,2963.1849626722924,108.52679349917955,57.62811863432611,12.544722310128721,178.69963444363438,,,,67.36572108086797,2022,1,30.555843235400474,Pharma,bull,1.2,80.9873917974342,22.616502544206003,14.851729258966028,0.0,8.830566832411066
IPO_Synth_2341,,449.48595092236764,71.9742,36.68332140604243,24.34293733365923,6.138049702653579,67.16430844235524,,,,66.8520376652361,2026,1,44.31033284014082,Finance,bull,1.2,53.062508613373204,23.438634634723886,13.887424164092042,1.2191810764251612,13.38562242580948
IPO_Synth_2342,,667.5971096978022,5844.612816155832,36.038197853787985,10.104222694543862,11.72631044412099,57.86873099245284,,,,0.21248902449023999,2019,1,8.17709431936399,Pharma,bull,1.2,78.47667523868637,20.294459335230282,15.118926539444287,0.0,9.54544894745545
IPO_Synth_2343,,690.8296517262779,2405.743325132704,0.5,0.5,0.5,1.5,,,,-32.23700040578424,2021,0,-11.559908198151144,Tech,bear,1.2,42.85397383896464,23.71296766144076,10.945907338389517,0.0,6.414615144937271
IPO_Synth_2344,,40.04,71.9742,2.0,0.5685023404569891,0.5,3.0685023404569893,,,,8.176932809555623,2018,1,8.209245430536441,Infra,neutral,1.2,32.94000156856184,32.0,14.944867947627252,0.21434569172776308,6.617078391463231
IPO_Synth_2345,,543.7719554703649,5740.555935066493,17.89535013450625,8.309626360717369,3.316417078904281,29.5213935741279,,,,59.6495867957764,2021,1,29.858922357147417,Retail,bull,1.2,45.17990892146145,21.312076366852622,11.96534900121407,2.2541590419299236,11.882537467809204
IPO_Synth_2346,,663.6823716016461,159.59230685109782,0.5,0.5,0.5,1.5,,,,-4.939518936577001,2025,0,-8.698349363511811,Retail,bear,1.2,39.68263024309748,20.144040664392733,11.590301030388131,0.0,16.0
IPO_Synth_2347,,489.602947418123,1987.3669650335098,79.74581762937868,25.404203192375437,18.303182954810868,123.45320377656498,,,,15.748820127076435,2022,1,8.473723313650773,Auto,bull,1.2,37.66864041004587,21.18844817814312,6.5989832207229755,0.0,12.518697056765621
IPO_Synth_2348,,586.4489692672548,254.7117459038136,1.977877416700716,1.415192082533285,0.5,3.8930694992340014,,,,-13.030337364757825,2017,0,-2.6810122074330125,Mfg,bear,1.2,67.4457392161779,19.105448725926593,14.210065570070693,0.0,8.854333071188139
IPO_Synth_2349,,40.04,3146.400467523677,69.64116597867037,39.517426251536975,16.09235289933322,125.25094512954057,,,,76.67505029797965,2024,1,44.798746244875915,Mfg,bull,1.2,55.24230116277014,21.478532927196063,18.613381050560722,0.9783793652320225,9.319845355963526
IPO_Synth_2350,,76.57869335326711,268.3847900501564,176.23005532466493,118.34344307751861,22.57710579148675,317.1506041936703,,,,54.471714009204206,2020,1,28.51104254554977,Finance,neutral,1.2,62.55195766699973,18.902012466773865,13.534867978744135,0.0,10.145428002602042
IPO_Synth_2351,,881.4443622523771,426.30993216193093,10.0,7.02972264590755,2.8280068313911597,19.85772947729871,,,,26.981023219682214,2016,1,26.391866275174586,Infra,bull,1.2,69.49588921290065,26.863896531714797,13.409325875383038,0.0,4.0
IPO_Synth_2352,,319.2776911742636,1105.3598990360497,96.7397802072574,69.17790728773498,24.62843779881193,190.54612529380432,,,,68.01445994201713,2022,1,25.743898483794958,Pharma,bull,1.2,29.657459114479032,26.26435982473269,20.650736101090576,0.0,10.070406896003535
IPO_Synth_2353,,1174.2028447332762,215.227757240562,12.764608463103219,7.9658471975157,3.19341394395803,23.92386960457695,,,,30.60354188337429,2019,1,11.484585854048001,Auto,neutral,1.2,70.25874841371768,32.0,19.612420820048506,0.666918282515901,11.752272629278275
IPO_Synth_2354,,40.04,4311.633777991104,62.83950136007144,25.354114876333348,13.162430340100027,101.35604657650481,,,,25.267868449770067,2026,1,16.56641427818375,Retail,bull,1.2,38.306312942116406,19.858760059052617,22.805622243676165,1.2794856470007354,15.31881455196785
IPO_Synth_2355,,948.9844987478269,71.9742,9.17679641618938,6.097672047034488,1.5927343140183414,16.86720277724221,,,,-30.578421037114552,2026,0,-11.559908198151144,Mfg,bear,1.2,49.61723984776708,21.731823009164067,24.0,0.05428439532889856,13.272204255929552
IPO_Synth_2356,,206.21371236983936,1425.0781931853153,7.076064727322545,3.6094401576777466,0.8232659053982724,11.508770790398565,,,,-27.862233354817782,2023,0,-11.559908198151144,Tech,bear,1.2,25.941739400923236,21.48183854710343,15.267692311327433,1.1489788263525216,15.789772044680435
IPO_Synth_2357,,709.4179825745277,1754.642813467592,47.036509312315495,18.147953439944832,15.839926731102715,81.02438948336305,,,,35.32156604556531,2022,1,15.53892326218502,FMCG,bull,1.2,71.782441801045,21.1975578153932,9.792745948965093,1.4149296628967618,15.041745469548845
IPO_Synth_2358,,313.9236432488858,1197.356332728496,2.0,0.8857738099939197,0.5,3.38577380999392,,,,27.478592385892888,2019,1,19.302788279478268,Tech,bull,1.2,29.596866588860095,26.779961310638466,12.65487670753332,0.0,14.184080220290262
IPO_Synth_2359,,454.33610012690434,4042.1885529044725,25.228919950044812,10.107002159983512,5.650784237608548,40.98670634763687,,,,61.661874566861016,2016,1,38.462524701925986,Pharma,neutral,1.2,38.39804101286452,10.250094161673216,17.578509230339886,0.3787807732602321,10.078604251223135
IPO_Synth_2360,,618.2512309303686,71.9742,84.45156093348872,40.798719679249324,16.3786783406461,141.62895895338414,,,,65.8571223374352,2016,1,46.29872821084917,Infra,bull,1.2,39.70353835205118,22.764252277428906,21.480473605277677,0.0,11.034568544652446
IPO_Synth_2361,,205.3093132188353,3000.022245906241,115.79971188422867,74.18911991076999,40.17894933466462,230.16778112966327,,,,32.59911648262085,2021,1,46.26978474020269,FMCG,neutral,1.2,57.68231994186244,31.97461571510228,10.280117850340215,1.0388799946799214,4.989486289514209
IPO_Synth_2362,,688.4686653509059,71.9742,0.5,0.5,0.5,1.5,,,,-20.049722298081047,2019,0,-9.30917589567351,Retail,neutral,1.2,57.13315374496772,28.177676379031016,16.148752055514045,0.0,10.391046416828942
IPO_Synth_2363,,324.0033858712241,197.45944121225233,7.580760376816061,2.9104759418952164,0.9395598671060068,11.430796185817284,,,,2.5145298337726354,2026,1,4.666790198179856,Mfg,bear,1.2,74.6141649266416,27.491400743505228,11.432122019354944,0.0,11.698481145622608
IPO_Synth_2364,,475.6414173114386,71.9742,141.50926993007508,41.56149012625551,35.66652934210774,218.73728939843832,,,,29.590836518747828,2019,1,22.686497203379783,Pharma,bull,1.2,58.11774917140911,25.052366006387842,14.340055759996403,0.5525866113881355,9.149916090674834
IPO_Synth_2365,,40.04,657.3597312883543,126.5128480808425,85.7602819428522,27.97940985588792,240.25253987958263,,,,66.16174094867016,2018,1,67.08804283610738,FMCG,bull,1.2,77.3838672234543,16.425311527246798,14.272739688323295,1.6103449617552756,5.375092089966784
IPO_Synth_2366,,299.59314180892966,71.9742,37.94064143481294,17.4027766866276,11.319135418443162,66.6625535398837,,,,71.25176245563544,2025,1,44.3241205428544,Tech,bull,1.2,66.8278391976643,15.500943321260696,16.715337805752085,1.010572755297245,14.748407249948981
IPO_Synth_2367,,846.4301036638416,5786.084507513473,25.294621748872935,11.91278725099328,8.836144997787786,46.043553997654,,,,31.511627895606697,2025,1,36.51755036293012,Tech,bull,1.2,42.98137247603012,15.547821946633297,24.0,1.506835259560486,11.218209584255204
IPO_Synth_2368,,652.1139578569206,2150.0319592965484,11.853272943674291,7.489618348387666,3.390945031911671,22.733836323973627,,,,22.691962945514245,2020,1,3.8979778805752323,Mfg,bear,1.2,47.99049950944151,13.169271307911028,17.137897244265602,1.4190214101135548,15.16183072605326
IPO_Synth_2369,,717.6534906239257,2666.5051278947635,5.65596465560858,3.8170026776748918,1.7885981755834204,11.261565508866891,,,,-4.063384529865246,2016,0,-6.824074024583831,Mfg,bear,1.2,87.19050093070312,25.679651494014724,13.065749690452638,0.542148576741448,12.226520312391722
IPO_Synth_2370,,433.0346482470082,71.9742,103.77864494812728,52.467624197905074,23.418572329139657,179.664841475172,,,,65.42484905401447,2017,1,29.3648662945202,Mfg,bull,1.2,82.09375233753036,28.810179516320087,12.323080785435547,0.0,14.105329702339533
IPO_Synth_2371,,987.4136753326742,3448.14302329741,3.4520291831498424,1.9544834041837065,0.6676207096880291,6.074133297021579,,,,-15.14235591622892,2021,0,-11.530533383671171,Pharma,bear,1.2,74.83341518186981,22.60656003293164,14.141209254435656,0.0,13.48926589864571
IPO_Synth_2372,,513.3486594860744,5785.965248631552,12.51530614253441,4.625386197275504,3.264241151581357,20.40493349139127,,,,9.893851398772114,2025,1,7.13035155111741,Auto,bull,1.2,77.19880573945865,24.828711825665476,11.077397107401652,0.0,7.961733868120011
IPO_Synth_2373,,189.34126242579023,3786.087295569773,24.689255869733003,17.71537984926585,7.094571329528284,49.49920704852714,,,,6.570095816035183,2020,1,9.806654653784134,Finance,bull,1.2,68.37225918686418,21.760813074300593,15.628419797686549,1.6895495542813517,8.473088073451434
IPO_Synth_2374,,706.9260772293778,71.9742,135.94232442072496,72.58784973932065,21.327105383158965,229.85727954320456,,,,54.19547151752157,2016,1,46.76569726073396,Auto,bull,1.2,66.03192013927357,23.412556530195804,6.0,0.16939491598075995,8.714865897269863
IPO_Synth_2375,,729.9685968971398,313.64053290189406,17.275849947357592,10.534855541629222,3.901696636594779,31.71240212558159,,,,12.723946640457008,2020,1,4.61414932366352,Infra,neutral,1.2,60.89486761321795,8.0,14.049627952785658,0.0,7.100925370442725
IPO_Synth_2376,,629.8815164704648,1804.163741806918,20.236192301166618,6.214666740882763,2.5992933028265264,29.050152344875908,,,,-31.410774274519802,2016,0,-11.559908198151144,Mfg,bull,1.2,90.5792861961394,21.888061311730386,14.405961072079938,1.7343252185709979,15.295358740349291
IPO_Synth_2377,,277.18558622009175,71.9742,12.503758044231292,7.10789225184895,1.9266816117812038,21.538331907861448,,,,21.049660185701207,2020,1,23.208310588040824,Pharma,bull,1.2,51.63614790485247,17.4467609189314,9.77707117751613,0.5942669520938996,10.126809118637045
IPO_Synth_2378,,510.96898671729383,8114.979159235471,4.3562362450318055,1.892675268609386,1.396020039564546,7.644931553205737,,,,-0.8760748005010264,2021,0,-2.8379675331958487,Auto,bull,1.2,64.32540045649087,19.759039114185097,13.280357444195838,1.4677693040418873,11.378524440379048
IPO_Synth_2379,,890.7620917743167,266.43742330731845,36.24269809575435,17.216422790674088,4.935639197396779,58.39476008382522,,,,57.871050028280294,2024,1,13.21341163320738,Auto,neutral,1.2,29.251132307544488,21.35458827503644,20.039619822772835,0.2384583187770088,6.006911112428973
IPO_Synth_2380,,577.9463891677877,1408.9304380721924,16.675467890615284,9.856552505915124,5.049949719320186,31.58197011585059,,,,33.36904853442854,2016,1,10.41423586096437,Retail,neutral,1.2,34.24709148360326,15.706395019709891,20.364222094964713,0.0,12.455752346478834
IPO_Synth_2381,,40.04,71.9742,58.177012955149735,37.708232137677555,11.236828141081418,107.12207323390871,,,,5.587634182099863,2021,1,6.367064093151071,Tech,neutral,1.2,92.67292023541624,13.546340696159472,12.600877268848608,0.9457488357347703,8.771640135535403
IPO_Synth_2382,,200.04532177001235,2124.8285591211647,10.0,4.246826191675159,2.658803438859498,16.905629630534655,,,,69.20058651912132,2017,1,29.39587377250536,Infra,bull,1.2,71.10204475412564,15.524297906999116,17.355684008242278,1.0286350162382092,13.782914249198928
IPO_Synth_2383,,184.16102542005282,5119.937000955342,2.438450087051697,1.6742847609370668,0.7987913637493893,4.911526211738153,,,,-31.694770315312056,2021,0,-11.559908198151144,Infra,bear,1.2,56.171426811150205,11.30999295367286,8.25674059633137,0.22009922138696514,7.943766830466254
IPO_Synth_2384,,157.15590972450244,1820.7323061001243,0.5,0.5,0.5,1.5,,,,10.129670254057691,2026,1,1.1011710302384394,Finance,bull,1.2,61.40984256873661,13.068758813550442,13.667286062076577,1.8135280607181254,13.995663787243313
IPO_Synth_2385,,40.04,951.6940952968552,177.12701516712028,94.13399574210656,54.28682283013442,325.5478337393613,,,,62.31050541776732,2024,1,27.095195796528856,Retail,neutral,1.2,35.55380165957013,13.892652098170668,16.038625463199807,1.445469200848874,12.822579909824713
IPO_Synth_2386,,1060.6165483910763,71.9742,0.8124131790257314,0.5,0.5,1.8124131790257314,,,,-10.718005472001897,2025,0,-0.9996988745155126,Retail,neutral,1.2,52.29384006022414,11.389499268501295,21.871174707965192,1.0647639944991858,8.602930495074903
IPO_Synth_2387,,115.49466888414732,4668.2924278231985,6.762824088629016,2.6687786863468643,1.2877678392764929,10.719370614252373,,,,-6.463678549696373,2016,0,-11.559908198151144,Tech,neutral,1.2,33.75353797969072,23.1726527705488,20.36761385910173,0.0,14.253522269680085
IPO_Synth_2388,,140.2047486948619,1147.7453056782945,142.84658906243968,99.66488437100271,40.453869062809844,282.9653424962522,,,,71.66634630796385,2024,1,26.76011100574736,Auto,bull,1.2,54.68450197604189,14.597020393710382,15.940182958867084,0.0,13.446403889705714
IPO_Synth_2389,,40.04,1035.8130356063039,53.92551763778628,13.792981975479526,15.870746116164545,83.58924572943035,,,,82.74551123376723,2025,1,36.597573605250275,Retail,neutral,1.2,72.24576937860917,8.820951154263078,10.898152170685826,1.699017584941471,11.46889582405488
IPO_Synth_2390,,710.7819353233415,71.9742,35.65494276513482,25.23676795441894,10.607811372207056,71.49952209176081,,,,27.00890245905807,2023,1,11.316942383720267,Pharma,bear,1.2,68.15941859558231,17.59248175169105,21.113320686235756,0.0,7.0191478082186975
IPO_Synth_2391,,383.7839412117975,1190.6347269504183,0.5,0.5,0.5,1.5,,,,-16.28332028765163,2024,0,-11.559908198151144,Auto,bear,1.2,88.60414956378744,13.320664454210936,13.46870305388007,0.40902061821555125,12.400337041240919
IPO_Synth_2392,,294.9549766869416,477.7213592694521,15.925751640373528,9.52197043482931,2.514766209273243,27.962488284476084,,,,47.56119295260444,2016,1,27.569860140577447,FMCG,bear,1.2,65.30520094724923,28.754495923855544,17.01820135836001,0.6466443480150764,10.198030150018981
IPO_Synth_2393,,313.02905153889867,71.9742,15.455778121447482,4.572733334587915,2.6625925541759363,22.691104010211333,,,,-11.67438484198336,2024,0,-11.559908198151144,Tech,bear,1.2,24.0,20.797486333920936,14.448626262093088,0.010286808682983317,10.148045545949552
IPO_Synth_2394,,615.6077273040814,4097.66438241163,12.49882010139302,7.132273347299711,4.1934822805588405,23.82457572925157,,,,40.317108166566626,2025,1,18.97401429635621,Retail,bull,1.2,95.11200632712026,11.177120798982477,23.965089605431064,0.4646787574011204,10.221488941352844
IPO_Synth_2395,,250.85354774722927,128.5704510307857,11.072963089062075,7.8034563631510645,2.6405151997961673,21.516934652009304,,,,-6.548157002990587,2018,0,-6.9163627356198125,Retail,bear,1.2,44.86751946151041,23.41218087046595,12.254803028726588,0.9202970858123425,9.909636881496237
IPO_Synth_2396,,40.04,6455.811826038363,5.96066256016794,3.1448513050744014,1.720322321116223,10.825836186358563,,,,-1.1102731130937982,2021,0,-11.559908198151144,Pharma,neutral,1.2,62.917858858970426,20.509854259200143,19.123143128348797,0.0,7.403129562692586
IPO_Synth_2397,,40.04,5203.469119054381,4.31487787879586,1.8599744908888565,1.0778518335798362,7.252704203264552,,,,7.135816122884045,2020,1,2.7266297240476036,Pharma,neutral,1.2,61.8329078385322,18.5683452582473,14.611178630743575,1.3814103104122624,5.453918352590589
IPO_Synth_2398,,40.04,71.9742,41.58754727875566,26.898360217245344,13.770695985438024,82.25660348143903,,,,7.049807335671307,2017,1,8.323704566995877,Retail,bull,1.2,64.3361768908363,29.447715606145458,17.560970534551718,1.082475534623001,4.834882337614231
IPO_Synth_2399,,508.8667546734976,5086.004206496825,2.4945827014335817,1.5126219326130375,0.7912702938291304,4.79847492787575,,,,-9.93699610451992,2017,0,-1.6516525503548434,Retail,bear,1.2,60.86505852503618,14.146874749965027,22.29005498089487,0.32004139426243494,10.898027354510754
IPO_Synth_2400,,732.5033962673078,5713.906181041868,62.179292631044895,19.203843250792307,10.280954172624401,91.66409005446161,,,,36.16427823506183,2019,1,25.031895809642016,Tech,neutral,1.2,61.18217375587057,26.210876936620576,6.0,0.0,4.0
IPO_Synth_2401,,915.5204941600801,71.9742,16.887575511472477,9.842936363921858,5.42390705448975,32.15441892988409,,,,12.192371395647516,2017,1,2.6366098662294477,Pharma,neutral,1.2,36.2105307355912,17.542869187929533,14.705747298103935,0.40933912607413736,12.17866850077707
IPO_Synth_2402,,40.04,71.9742,155.81741006023304,90.73682877422767,27.269579956343662,273.82381879080435,,,,78.56300538371927,2021,1,33.50474880030902,FMCG,bull,1.2,96.0,19.8898612202658,10.976707979532879,2.5,11.518497910722578
IPO_Synth_2403,,626.6975498391694,71.9742,41.855886704527066,26.200135272003394,8.79999562395095,76.85601760048141,,,,32.71769083776909,2016,1,18.376110345238963,Finance,bull,1.2,71.72585351463087,15.501042757648825,17.0057934796335,0.0,9.091820705781034
IPO_Synth_2404,,204.72249244137242,2512.035516553226,2.6344359486831657,1.0752540753411763,0.824073679598976,4.533763703623318,,,,-7.398541579963876,2016,0,-2.8062686115703346,Mfg,bear,1.2,60.93385312731058,15.883551889798683,18.110988019462873,2.0307807252211614,13.079581650542304
IPO_Synth_2405,,1413.4338911515513,71.9742,0.5,0.5,0.5,1.5,,,,-12.581095575556324,2022,0,-6.450526294932329,Finance,bear,1.2,93.15360437640842,17.383762890602938,12.882853119447711,0.0,9.219783979117302
IPO_Synth_2406,,887.4245489013481,2590.2571411101394,3.244778146929138,2.368749789766146,0.5603504061617802,6.173878342857065,,,,-4.547149119885747,2018,0,-11.559908198151144,Retail,neutral,1.2,40.705357147994604,8.595412408239234,12.650767073946128,0.0,11.255700347053745
IPO_Synth_2407,,996.1654144549746,71.9742,29.118374759963412,15.628660453942064,7.779387657628043,52.52642287153352,,,,24.00250280939631,2020,1,18.58301493049584,Tech,neutral,1.2,75.63101345959544,22.079895127155392,15.917131527868833,0.0,4.125484135527259
IPO_Synth_2408,,688.9241445410701,71.9742,0.5,0.5,0.5,1.5,,,,20.39527606341253,2019,1,4.616524734780041,Mfg,neutral,1.2,50.00701321148078,20.689363409831376,9.27057963293472,1.4490887308677562,4.0
IPO_Synth_2409,,545.2696760856621,71.9742,17.60156886923159,13.085443627745507,2.3368590065418355,33.02387150351893,,,,-12.286808500823462,2021,0,-11.559908198151144,Tech,neutral,1.2,67.24199134182297,11.013758953338801,16.499479866708178,0.5553571555474218,9.294017077105462
IPO_Synth_2410,,277.3054544067714,71.9742,3.532444336375382,1.2885608624253289,0.9723588612010854,5.793364060001796,,,,10.38428664313176,2021,1,0.6964383071193159,Auto,neutral,1.2,67.64014679614901,23.959718112128247,11.320305101052062,1.8100715205915971,11.26856784895272
IPO_Synth_2411,,210.102599275143,71.9742,23.912285096822025,10.735861696142967,5.541405376906208,40.1895521698712,,,,-10.080861116609828,2017,0,-7.210058755141055,Pharma,neutral,1.2,24.0,28.742381081656294,18.301417036017785,0.16735776713109074,12.850783040850406
IPO_Synth_2412,,141.51753900751226,71.9742,56.19735985978824,35.401064946215115,11.388640702879155,102.98706550888251,,,,60.23080073491565,2016,1,46.39269601756734,Infra,bull,1.2,34.230042778296415,16.012886591077148,9.069536146148044,0.44614022145655274,9.46821547020793
IPO_Synth_2413,,625.7771693447005,1484.9249504764139,5.848144401422722,3.5471936864053153,1.6811350023826739,11.076473090210712,,,,-4.503945077667552,2020,0,-11.559908198151144,Tech,bear,1.2,88.5559057214335,15.291379576340416,12.447292575661141,0.1713186401995313,10.739702302509315
IPO_Synth_2414,,947.8335451741094,1793.1480602765403,0.5,0.5,0.5,1.5,,,,-11.877930915376782,2022,0,-11.559908198151144,Auto,bear,1.2,55.46102447344288,26.680476176814388,11.619882345330518,2.5,12.358717932624494
IPO_Synth_2415,,292.94158941180984,71.9742,82.33481423309101,47.51955206460779,24.655389590078453,154.50975588777723,,,,78.26926435330907,2024,1,36.313513292587416,FMCG,bull,1.2,96.0,22.419508786676317,13.658288703107116,0.0,9.616721063302668
IPO_Synth_2416,,168.0779801198275,4387.094402061613,112.15205871279541,45.59513758943272,32.071393692590455,189.81858999481858,,,,42.77261042275693,2018,1,41.65479409217694,Pharma,bull,1.2,83.58225796804358,19.184457610911263,21.193530280555333,0.0,11.761774562452823
IPO_Synth_2417,,40.04,1106.4245204551316,10.796293481111839,4.845657040109803,3.7385377642044197,19.38048828542606,,,,8.352570039229477,2016,1,-3.8326900436228635,Infra,bear,1.2,56.035053741842134,24.887372837105072,18.806853781158388,0.0,6.613569356467361
IPO_Synth_2418,,498.40528845411677,5432.521611422297,15.230542233419595,4.49082379741554,4.61053586126058,24.331901892095715,,,,2.8276871736000366,2022,1,-1.3892903491734943,FMCG,bear,1.2,54.446742001343715,21.644662064207836,12.84142075524597,1.0733124710469593,5.030706497050305
IPO_Synth_2419,,834.72241819911,2149.2924611525054,33.3938285535239,23.771735107293143,3.897058101037563,61.06262176185461,,,,55.64135428305079,2025,1,25.62776550027811,Auto,bull,1.2,89.6714954889213,28.571002998828938,12.837510241652204,0.0,8.398407555166266
IPO_Synth_2420,,851.8221499427638,1701.6443952018435,12.23862762526332,3.8470169151506095,3.6091079381587443,19.694752478572674,,,,-9.171128064408135,2018,0,-11.559908198151144,FMCG,bull,1.2,96.0,19.899473595801595,18.983910524100665,2.322146463758295,12.324251536906582
IPO_Synth_2421,,885.6772041129698,243.7875512112449,0.5,0.5,0.5,1.5,,,,-9.40188267563375,2016,0,-11.559908198151144,Tech,bear,1.2,54.84117201526827,22.558833515397158,9.76219371866452,0.5806798853002871,7.866865223300555
IPO_Synth_2422,,556.7190916543217,3122.1575016821694,42.185636292697176,19.012963441561475,5.165529393586669,66.36412912784532,,,,28.744949222698818,2020,1,6.214928708910401,FMCG,bull,1.2,87.68696924083584,26.58836885447561,15.100718535448172,0.912380072201787,11.952422567495729
IPO_Synth_2423,,445.6292449254993,1609.1431807616916,133.2204426334372,42.24577522839953,33.48793002158343,208.95414788342015,,,,62.17464434557835,2022,1,45.83459485582362,Pharma,bull,1.2,78.54033415534529,8.0,12.274064757216482,0.9631024984981365,6.919073553656608
IPO_Synth_2424,,852.8212677107791,3756.3007258950006,8.828306667291308,3.5003893998930824,2.539911774908313,14.868607842092704,,,,0.1,2022,1,2.8603801418063677,Infra,neutral,1.2,81.64585136675697,26.805488446761345,14.227400364796031,0.4799407493473747,8.252457727192887
IPO_Synth_2425,,40.04,5698.601457717335,2.0,1.1335690159041252,0.5,3.633569015904125,,,,22.18120008665398,2017,1,14.475306526113233,Pharma,bull,1.2,61.82062669702622,16.96936524360433,18.64098564557361,0.6216643646779593,10.72612072594192
IPO_Synth_2426,,264.23571310429503,71.9742,111.27951251841338,29.558703477748683,23.227140295611196,164.06535629177327,,,,85.03393005976531,2023,1,36.82903465792738,Pharma,bull,1.2,47.89647723172263,22.999684998640813,11.988368442574615,0.5847312746880523,7.9977393231053755
IPO_Synth_2427,,999.2235189147923,3118.576349337398,84.49916046221028,61.937442407285836,19.909825025938733,166.34642789543486,,,,66.85093860984554,2019,1,57.88945885098359,Finance,neutral,1.2,41.021257386276424,29.984761577192064,19.383666190938627,1.0192431348445283,8.50612914106096
IPO_Synth_2428,,47.75208426986727,3044.7899330310893,18.757834713549606,13.215791348734623,3.813246073073569,35.7868721353578,,,,-4.124312267096335,2016,0,-0.19380433354802526,Pharma,neutral,1.2,36.52320499164314,18.164606102765852,24.0,0.0,4.0
IPO_Synth_2429,,403.0516765718303,2714.206205163933,39.09318571668094,11.426966455741134,12.47077318428776,62.99092535670983,,,,6.679734786852243,2026,1,11.926368323631545,Auto,bull,1.2,94.39599984992596,17.2668906503308,17.71804125157042,0.0,12.5177386875992
IPO_Synth_2430,,630.4756643236475,394.18226879016646,156.9867522449302,107.40668973945161,22.32756664029387,286.7210086246757,,,,72.82851045095633,2021,1,51.72497593411087,Finance,bull,1.2,60.19700592780519,19.67154210809409,14.621612728529755,1.3209680791179066,9.64420300238706
IPO_Synth_2431,,443.0707391718455,446.84687092709584,22.05849191756461,9.138515763736581,6.460687171763331,37.65769485306452,,,,-22.81415205492875,2019,0,-11.559908198151144,Retail,bear,1.2,39.39403902010601,11.286258021344851,20.207108181444696,0.498082209925586,7.16401764088421
IPO_Synth_2432,,807.4467997499846,71.9742,115.29485300014552,32.71517098485389,33.95696271611061,181.96698670111002,,,,14.09003310536455,2024,1,34.53040119654541,Infra,bull,1.2,78.04369366902591,32.0,10.010195718268145,0.0,15.497815031135296
IPO_Synth_2433,,935.9721040811869,71.9742,0.5,0.5,0.5,1.5,,,,-22.85977815312964,2024,0,-9.748348476074877,FMCG,bear,1.2,51.38030036762816,19.744900455287787,21.844828541798076,0.024809940617264825,7.632599095251337
IPO_Synth_2434,,578.6686128600061,71.9742,33.217872228996946,21.739228772520875,7.801864974230342,62.75896597574816,,,,39.25598734064096,2018,1,14.508540540591936,Tech,neutral,1.2,48.28244089742523,29.873542801594546,11.611199752766968,2.0299743100874403,8.453384007367683
IPO_Synth_2435,,889.6477926543655,1249.7716047537758,21.970138892188366,12.806739464505458,3.040460974226387,37.81733933092021,,,,0.1,2026,1,7.039826659745773,Finance,bull,1.2,96.0,18.000755043712953,24.0,0.3396228904623053,7.114643624441586
IPO_Synth_2436,,97.59972203625289,71.9742,23.113132722459376,8.535213036870646,3.438988988800341,35.08733474813036,,,,-3.2458012542397072,2021,0,-8.443207888596195,Mfg,bear,1.2,36.04734832043835,20.20403352849378,11.77295703765591,0.0,13.31131228803755
IPO_Synth_2437,,361.00891826577623,2655.722925925297,7.13664000162543,4.350411805865969,1.6622390915387033,13.149290899030103,,,,-6.075861814701935,2018,0,-8.986230593141613,Retail,bear,1.2,64.230852893454,25.665584979793046,17.977658308490454,0.0,14.301372449904752
IPO_Synth_2438,,1236.401271311592,1670.0188789004687,31.146055927172736,18.80943199128268,4.864085650469145,54.81957356892456,,,,23.05988665193126,2020,1,18.273116980287327,Tech,bull,1.2,49.36343864057506,13.386712389251876,7.9819146060654145,0.0,14.001679816438312
IPO_Synth_2439,,1078.4995540591037,1961.9860511903412,83.68264944362281,52.00296589468732,25.240054961934955,160.9256703002451,,,,17.049425385137518,2018,1,33.8369310141372,Mfg,bull,1.2,46.49092269010043,19.38469868979986,14.040368201268192,0.0,13.97308220020723
IPO_Synth_2440,,40.04,809.8970037418861,45.32299833450016,23.58284020765508,11.514512625153108,80.42035116730834,,,,23.24827743612407,2025,1,9.482917475803925,Retail,bull,1.2,33.650613153853165,25.440814062720765,10.141379547893743,0.9292045777377179,8.208069823094307
IPO_Synth_2441,,410.4626281989768,1701.1088539728237,31.888951221591306,21.02989678220352,3.6399538011141606,56.55880180490898,,,,41.55497025072951,2018,1,13.808199533634301,Finance,bull,1.2,61.072503589644576,18.721796280871022,8.513170958677971,0.5492927411761099,15.017286131373597
